	complex name: list	gene id: list	data source: list	gene name: list
739	ISW2 chromatin remodeling complex,chromatin accessibility complex (GO)	YDR121W,YGL133W,YJL065C,YOR304W	complex portal,benchshop	DLS1,DPB4,ISW2,ITC1
740	wodaklab complex#129	YDR122W,YJL087C,YJR030C,YKR106W	wodaklab	GEX2,KIN1,TRL1,YJR030C
741	INO2-INO4 transcription activation complex 	YDR123C,YOL108C	complex portal	INO2,INO4
742	wodaklab complex#557	YDR126W,YHR071W	wodaklab	PCL5,SWF1
743	wodaklab complex#239	YDR127W,YDR158W,YJL008C	wodaklab	ARO1,CCT8,HOM2
744	wodaklab complex#452	YDR128W,YMR063W	wodaklab	MTC5,RIM9
745	Ric1-Rgp1 guanyl-nucleotide exchange factor complex,Ric1-Rgp1 complex,wodaklab complex#383	YDR137W,YLR039C	complex portal,benchshop,wodaklab	RGP1,RIC1
746	THO complex	YDR138W,YHR167W,YML062C,YNL139C,YNL253W	complex portal	HPR1,MFT1,TEX1,THO2,THP2
747	MTQ2-TRM112 eRF1 methyltransferase complex	YDR140W,YNR046W	complex portal	MTQ2,TRM112
748	Dop1-Mon2 complex,wodaklab complex#633	YDR141C,YNL297C	benchshop,wodaklab	DOP1,MON2
749	Pex7-Pex21 receptor complex	YDR142C,YGR239C	complex portal	PEX21,PEX7
750	Pex7-Pex18 receptor complex	YDR142C,YHR160C	complex portal	PEX18,PEX7
751	Mitochondrial 2-oxoglutarate dehydrogenase complex,mitochondrial oxoglutarate dehydrogenase complex,wodaklab complex#163	YDR148C,YFL018C,YFR049W,YIL125W	complex portal,benchshop,wodaklab	KGD1,KGD2,LPD1,YMR31
752	wodaklab complex#293	YDR150W,YFL017C,YMR027W	wodaklab	GNA1,NUM1,YMR027W
753	wodaklab complex#183	YDR152W,YDR302W,YGR173W	wodaklab	GIR2,GPI11,RBG2
754	putative Gir2-Rbg2 complex	YDR152W,YGR173W	benchshop	GIR2,RBG2
755	Thp1-Sac3 complex,Sac3-Thp1 complex,wodaklab complex#406	YDR159W,YOL072W	complex portal,benchshop,wodaklab	SAC3,THP1
756	wodaklab complex#154	YDR170C,YFR003C,YLL029W,YPL009C	wodaklab	FRA1,SEC7,TAE2,YPI1
757	putative Hsp42-Sis1 complex	YDR171W,YNL007C	benchshop	HSP42,SIS1
758	putative Hsp42-Gln1 complex,wodaklab complex#617	YDR171W,YPR035W	benchshop,wodaklab	GLN1,HSP42
759	ARGR-MCM1 transcription regulation complex	YDR173C,YML099C,YMR042W,YMR043W	complex portal	ARG80,ARG81,ARG82,MCM1
760	wodaklab complex#607	YDR173C,YMR043W	wodaklab	ARG82,MCM1
761	Ada2/Gcn5/Ada3 transcription activator complex	YDR176W,YDR448W,YGR252W,YOR023C	complex portal	ADA2,AHC1,GCN5,NGG1
762	wodaklab complex#647	YDR177W,YDR518W	wodaklab	EUG1,UBC1
763	wodaklab complex#166	YDR178W,YGR170W,YJR124C,YNL264C	wodaklab	PDR17,PSD2,SDH4,YJR124C
764	Mitochondrial respiratory chain complex II,mitochondrial respiratory chain complex II (GO)	YDR178W,YKL141W,YKL148C,YLL041C	complex portal,benchshop	SDH1,SDH2,SDH3,SDH4
765	SCC2-SCC4 cohesin loader complex,cohesin loading complex (GO),wodaklab complex#542	YDR180W,YER147C	complex portal,benchshop,wodaklab	SCC2,SCC4
766	wodaklab complex#41	YDR181C,YFL034W,YFR043C,YGL160W,YHL019C,YKL135C,YLR170C,YPL259C,YPR029C	wodaklab	AIM14,APL2,APL4,APM1,APM2,APS1,IRC6,SAS4,YFL034W
767	SAS acetyltransferase complex	YDR181C,YMR127C,YOR213C	complex portal	SAS2,SAS4,SAS5
768	Coenzyme A-synthesizing protein complex	YDR196C,YGR277C,YIL083C,YKL088W	complex portal	CAB2,CAB3,CAB4,CAB5
769	wodaklab complex#741	YDR197W,YGL122C	wodaklab	CBS2,NAB2
770	FAR complex	YDR200C,YFR008W,YLR238W,YMR029C,YMR052W,YNL127W	complex portal	FAR10,FAR11,FAR3,FAR7,FAR8,VPS64
771	wodaklab complex#382	YDR200C,YMR052W	wodaklab	FAR3,VPS64
772	RAVE complex	YDR202C,YDR328C,YJR033C	complex portal,benchshop	RAV1,RAV2,SKP1
773	wodaklab complex#729	YDR202C,YDR328C,YJR033C,YPR036W	wodaklab	RAV1,RAV2,SKP1,VMA13
774	CoQ6 biosynthesis complex	YDR204W,YGR255C,YLR201C,YML110C,YOL096C,YOR125C	complex portal	CAT5,COQ3,COQ4,COQ5,COQ6,COQ9
775	IME1-UME6 transcription activation complex	YDR207C,YJR094C	complex portal	IME1,UME6
776	wodaklab complex#20	YDR211W,YER025W,YGL051W,YGR083C,YJR007W,YKL212W,YKR026C,YLR215C,YLR291C,YOR016C,YOR260W,YOR335C,YPL237W	wodaklab	ALA1,CDC123,ERP4,GCD1,GCD11,GCD2,GCD6,GCD7,GCN3,MST27,SAC1,SUI2,SUI3
777	eukaryotic translation initiation factor 2B complex	YDR211W,YER025W,YGR083C,YJR007W,YKR026C,YLR215C,YLR291C,YOR260W,YPL237W	benchshop	CDC123,GCD1,GCD11,GCD2,GCD6,GCD7,GCN3,SUI2,SUI3
778	Eukaryotic translation initiation factor 2B complex	YDR211W,YGR083C,YKR026C,YLR291C,YOR260W	complex portal	GCD1,GCD2,GCD6,GCD7,GCN3
779	wodaklab complex#259	YDR214W,YGL195W,YIL094C	wodaklab	AHA1,GCN1,LYS12
780	wodaklab complex#600	YDR217C,YMR256C	wodaklab	COX7,RAD9
781	wodaklab complex#631	YDR222W,YML059C	wodaklab	NTE1,YDR222W
782	mRNA cleavage factor complex CF I	YDR228C,YGL044C,YMR061W,YOL123W,YOR250C	complex portal	CLP1,HRP1,PCF11,RNA14,RNA15
783	mRNA cleavage factor complex CF IA,cleavage factor I complex,wodaklab complex#144	YDR228C,YGL044C,YMR061W,YOR250C	complex portal,benchshop,wodaklab	CLP1,PCF11,RNA14,RNA15
784	wodaklab complex#194	YDR231C,YIL121W,YNL192W	wodaklab	CHS1,COX20,QDR2
785	putative Cox20-Chs1 complex	YDR231C,YNL192W	benchshop	CHS1,COX20
786	wodaklab complex#251	YDR232W,YDR523C,YOR227W	wodaklab	HEM1,HER1,SPS1
787	wodaklab complex#283	YDR233C,YJL146W,YPL154C	wodaklab	IDS2,PEP4,RTN1
788	wodaklab complex#304	YDR234W,YGL140C,YLR159W	wodaklab	LYS4,YGL140C,YLR159W
789	wodaklab complex#599	YDR236C,YPL100W	wodaklab	ATG21,FMN1
790	wodaklab complex#325	YDR239C,YOR093C	wodaklab	YDR239C,YOR093C
791	commitment complex (GO)	YDR240C,YGR074W,YHR086W,YIL061C,YKL074C,YLR116W,YLR147C,YLR298C,YML046W,YMR125W,YPL178W,snR19	benchshop	CBC2,MSL5,MUD2,NAM8,PRP39,SMD1,SMD3,SNP1,SNR19,SNU56,STO1,YHC1
792	putative Pex5-Mmt1 complex,wodaklab complex#506	YDR244W,YMR177W	benchshop,wodaklab	MMT1,PEX5
793	alpha-1,6-mannosyltransferase complex	YDR245W,YEL036C,YJL183W,YJR075W	complex portal	ANP1,HOC1,MNN10,MNN11
794	alpha-1,6-mannosyltransferase complex	YDR245W,YEL036C,YJL183W,YJR075W,YPL050C	benchshop	ANP1,HOC1,MNN10,MNN11,MNN9
795	Nascent polypeptide-associated complex, BTT1-EGD2 variant	YDR252W,YHR193C	complex portal	BTT1,EGD2
796	nascent polypeptide-associated complex	YDR252W,YHR193C,YPL037C	benchshop	BTT1,EGD1,EGD2
797	MET4-MET28-MET32 sulfur metabolism transcription factor complex 	YDR253C,YIR017C,YNL103W	complex portal	MET28,MET32,MET4
798	wodaklab complex#149	YDR264C,YHR005C,YJR086W,YOR212W	wodaklab	AKR1,GPA1,STE18,STE4
799	putative Ark1-Ste4 complex	YDR264C,YOR212W	benchshop	AKR1,STE4
800	wodaklab complex#707	YDR265W,YER171W	wodaklab	PEX10,RAD3
801	Pex2/Pex10/Pex12 ubiquitin ligase complex	YDR265W,YJL210W,YMR026C	complex portal	PEX10,PEX12,PEX2
802	putative Cia1-Yhr122w-Met18-Nar1 complex	YDR267C,YHR122W,YIL128W,YNL240C	benchshop	CIA1,MET18,NAR1,YHR122W
803	wodaklab complex#658	YDR267C,YIL128W	wodaklab	CIA1,MET18
804	wodaklab complex#625	YDR270W,YJR132W	wodaklab	CCC2,NMD5
805	RNase H2 complex,ribonuclease H2 complex (GO)	YDR279W,YLR154C,YNL072W	complex portal,benchshop	RNH201,RNH202,RNH203
806	ribonuclease H2 complex,wodaklab complex#531	YDR279W,YNL072W	benchshop,wodaklab	RNH201,RNH202
807	Synaptonemal complex	YDR285W,YDR446W,YIL072W,YLR263W,YLR445W	complex portal	ECM11,GMC2,HOP1,RED1,ZIP1
808	wodaklab complex#235	YDR288W,YEL019C,YOL034W	wodaklab	MMS21,NSE3,SMC5
809	Rtt103-Rai1-Rat1 complex	YDR289C,YGL246C,YOR048C	benchshop	RAI1,RAT1,RTT103
810	Signal recognition particle receptor,signal recognition particle receptor complex,wodaklab complex#663	YDR292C,YKL154W	complex portal,benchshop,wodaklab	SRP101,SRP102
811	HDA1 complex,HDA complex,wodaklab complex#242	YDR295C,YNL021W,YPR179C	complex portal,benchshop,wodaklab	HDA1,HDA2,HDA3
812	wodaklab complex#282	YDR299W,YDR365C,YGR145W,YJL033W,YNR054C	wodaklab	BFR2,ENP2,ESF1,ESF2,HCA4
813	SUM1-RFM1-HST1 histone deacetylase complex	YDR310C,YOL068C,YOR279C	complex portal	HST1,RFM1,SUM1
814	putative Sum1-Rfm1 complex,wodaklab complex#349	YDR310C,YOR279C	benchshop,wodaklab	RFM1,SUM1
815	core TFIIH complex	YDR311W,YLR005W,YPR056W	benchshop	SSL1,TFB1,TFB4
816	wodaklab complex#564	YDR312W,YOL113W	wodaklab	SKM1,SSF2
817	wodaklab complex#301	YDR313C,YFR019W,YJR120W	wodaklab	FAB1,PIB1,YJR120W
818	wodaklab complex#693	YDR321W,YPL226W	wodaklab	ASP1,NEW1
819	wodaklab complex#559	YDR323C,YIL036W	wodaklab	CST6,PEP7
820	UTP-A complex	YDR324C,YDR398W,YGR128C,YHR196W,YJL109C,YMR093W,YPL126W	complex portal	NAN1,UTP10,UTP15,UTP4,UTP5,UTP8,UTP9
821	wodaklab complex#155	YDR328C,YEL011W,YKR014C,YMR258C	wodaklab	GLC3,ROY1,SKP1,YPT52
822	CBF3 complex,CBF3 complex (GO)	YDR328C,YGR140W,YMR094W,YMR168C	complex portal,benchshop	CBF2,CEP3,CTF13,SKP1
823	putative Skp1-Ypt52-Ymr258c complex	YDR328C,YKR014C,YMR258C	benchshop	SKP1,YMR258C,YPT52
824	GPI-anchor transamidase complex	YDR331W,YDR331W,YDR434W,YDR434W,YHR188C,YHR188C,YLR088W,YLR088W,YLR459W,YLR459W	complex portal	GAA1,GAA1,GAB1,GAB1,GPI16,GPI16,GPI17,GPI17,GPI8,GPI8
825	GPI-anchor transamidase complex	YDR331W,YDR434W,YHR188C,YLR088W	benchshop	GAA1,GPI16,GPI17,GPI8
826	wodaklab complex#574	YDR335W,YKL104C	wodaklab	GFA1,MSN5
827	wodaklab complex#222	YDR341C,YNL294C,YPL218W	wodaklab	RIM21,SAR1,YDR341C
828	wodaklab complex#448	YDR342C,YIR031C	wodaklab	DAL7,HXT7
829	wodaklab complex#60	YDR345C,YHR060W,YJR143C,YKL119C,YLR447C,YMR054W,YOR270C	wodaklab	HXT3,PMT4,STV1,VMA22,VMA6,VPH1,VPH2
830	wodaklab complex#134	YDR346C,YGL054C,YLL028W,YPL234C	wodaklab	ERV14,SVF1,TPO1,VMA11
831	wodaklab complex#455	YDR350C,YOL057W	wodaklab	ATP22,YOL057W
832	putative Trr1-Trr2 complex,wodaklab complex#430	YDR353W,YHR106W	benchshop,wodaklab	TRR1,TRR2
833	BLOC-1 complex,wodaklab complex#71	YDR357C,YEL005C,YGL079W,YKL061W,YLR408C,YNL086W	complex portal,wodaklab	BLI1,BLS1,CNL1,KXD1,SNN1,VAB2
834	putative Vab2-Ydr357c-Ykl061w-YGL079w-Ynl086w complex	YDR357C,YEL005C,YGL079W,YKL061W,YNL086W	benchshop	VAB2,YDR357C,YGL079W,YKL061W,YNL086W
835	NuA4 histone acetyltransferase complex,wodaklab complex#45	YDR359C,YEL018W,YFL024C,YFL039C,YGR002C,YHR090C,YHR099W,YJL081C,YJR082C,YNL107W,YNL136W,YOR244W,YPR023C	complex portal,wodaklab	ACT1,ARP4,EAF1,EAF3,EAF5,EAF6,EAF7,EPL1,ESA1,SWC4,TRA1,YAF9,YNG2
836	NuA4 histone acetyltransferase complex	YDR359C,YEL018W,YFL024C,YFL039C,YGR002C,YHR090C,YJL081C,YJR082C,YNL107W,YNL136W,YOR244W,YPR023C	benchshop	ACT1,ARP4,EAF1,EAF3,EAF5,EAF6,EAF7,EPL1,ESA1,SWC4,YAF9,YNG2
837	CUL8-MMS1-ESC2 E3 ubiquitin ligase complex	YDR363W,YJL047C,YOL133W,YPR164W	complex portal	ESC2,HRT1,MMS1,RTT101
838	putative Hca4-Esf1-Esf2 complex	YDR365C,YJL033W,YNR054C	benchshop	ESF1,ESF2,HCA4
839	Inositol phosphorylceramide synthase complex	YDR367W,YKL004W	complex portal	AUR1,KEI1
840	wodaklab complex#140	YDR369C,YLL055W,YMR155W,YMR224C	wodaklab	MRE11,XRS2,YCT1,YMR155W
841	Mre11 complex	YDR369C,YMR224C	benchshop	MRE11,XRS2
842	MRE11-RAD50-XRS2 meiotic recombination initiation complex,Mre11 complex (GO)	YDR369C,YMR224C,YNL250W	complex portal,benchshop	MRE11,RAD50,XRS2
843	wodaklab complex#316	YDR373W,YNL267W	wodaklab	FRQ1,PIK1
844	wodaklab complex#686	YDR376W,YPR040W	wodaklab	ARH1,TIP41
845	wodaklab complex#275	YDR385W,YGR187C,YOR133W	wodaklab	EFT1,EFT2,HGH1
846	putative Eft1-Eft2 complex	YDR385W,YOR133W	benchshop	EFT1,EFT2
847	SUMO activating enzyme complex,wodaklab complex#454	YDR390C,YPR180W	complex portal,benchshop,wodaklab	AOS1,UBA2
848	Negative cofactor 2 complex	YDR397C,YER159C	complex portal	BUR6,NCB2
849	RNA polymerase II, RPB4-RPB7 subcomplex	YDR404C,YJL140W	complex portal	RPB4,RPB7
850	wodaklab complex#608	YDR409W,YHR202W	wodaklab	SIZ1,YHR202W
851	wodaklab complex#297	YDR411C,YER013W,YNR021W	wodaklab	DFM1,PRP22,YNR021W
852	putative Uba1-Ydr415c complex,wodaklab complex#732	YDR415C,YKL210W	benchshop,wodaklab	UBA1,YDR415C
853	Snf1 protein kinase complex variant SIP1	YDR422C,YDR477W,YGL115W	complex portal	SIP1,SNF1,SNF4
854	Cytoplasmic dynein complex	YDR424C,YDR488C,YKR054C,YKR054C,YMR299C	complex portal	DYN1,DYN1,DYN2,DYN3,PAC11
855	cytoplasmic dynein complex (GO)	YDR424C,YDR488C,YKR054C,YMR299C	benchshop	DYN1,DYN2,DYN3,PAC11
856	SNX4-SNX41 sorting nexin complex,Snx4-Snx41 heterodimer	YDR425W,YJL036W	complex portal,benchshop	SNX4,SNX41
857	wodaklab complex#121	YDR436W,YLL010C,YOR043W,YPL027W	wodaklab	PPZ2,PSR1,SMA1,WHI2
858	Glycosylphosphatidylinositol-N-acetylglucosaminyltransferase complex,glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex (GO)	YDR437W,YGR216C,YNL038W,YPL076W,YPL096C-A,YPL175W	complex portal,benchshop	ERI1,GPI1,GPI15,GPI19,GPI2,SPT14
859	wodaklab complex#567	YDR439W,YMR301C	wodaklab	ATM1,LRS4
860	ECM11-GMC2 synaptonemal assembly activation factor complex	YDR446W,YLR445W	complex portal	ECM11,GMC2
861	wodaklab complex#728	YDR456W,YFL001W	wodaklab	DEG1,NHX1
862	wodaklab complex#702	YDR457W,YLR353W	wodaklab	BUD8,TOM1
863	wodaklab complex#708	YDR458C,YNL014W	wodaklab	HEF3,HEH2
864	putative Heh2-Erg24 complex	YDR458C,YNL280C	benchshop	ERG24,HEH2
865	nucleotide-excision repair factor 3 complex (GO)	YDR460W,YGR258C	benchshop	RAD2,TFB3
866	U4 snRNP	YDR473C,YEL026W,YER029C,YFL017W-A,YGR074W,YLR147C,YLR275W,YOR159C,YPR178W,YPR182W	complex portal	PRP3,PRP4,SMB1,SMD1,SMD2,SMD3,SME1,SMX2,SMX3,SNU13
867	wodaklab complex#198	YDR475C,YGR237C,YIL154C	wodaklab	IMP2',JIP4,YGR237C
868	wodaklab complex#372	YDR476C,YML060W	wodaklab	OGG1,YDR476C
869	Snf1 protein kinase complex variant GAL83	YDR477W,YER027C,YGL115W	complex portal	GAL83,SNF1,SNF4
870	Snf1 protein kinase complex variant SIP2 	YDR477W,YGL115W,YGL208W	complex portal	SIP2,SNF1,SNF4
871	Ste12/Dig1/Dig2 transcription regulation complex,Ste12-Dig1-Dig2 complex	YDR480W,YHR084W,YPL049C	complex portal,benchshop	DIG1,DIG2,STE12
872	wodaklab complex#83	YDR483W,YDR486C,YFR044C,YHR077C,YPR125W,YPR204W	wodaklab	DUG1,KRE2,NMD2,VPS60,YLH47,YPR204W
873	wodaklab complex#434	YDR487C,YOL129W	wodaklab	RIB3,VPS68
874	wodaklab complex#538	YDR488C,YGR042W	wodaklab	PAC11,YGR042W
875	putative Pkh1-Mrp8-Pil1-Lsp1 complex,wodaklab complex#156	YDR490C,YGR086C,YKL142W,YPL004C	benchshop,wodaklab	LSP1,MRP8,PIL1,PKH1
876	wodaklab complex#646	YDR492W,YOL033W	wodaklab	IZH1,MSE1
877	wodaklab complex#43	YDR498C,YGL098W,YGL145W,YHL031C,YKL196C,YLR268W,YLR440C,YNL258C,YOR075W	wodaklab	DSL1,GOS1,SEC20,SEC22,SEC39,TIP20,UFE1,USE1,YKT6
878	ER SNARE Use1	YDR498C,YGL098W,YGL145W,YKL196C,YLR268W,YLR440C,YNL258C,YOR075W	benchshop	DSL1,SEC20,SEC22,SEC39,TIP20,UFE1,USE1,YKT6
879	wodaklab complex#396	YDR502C,YHR020W,YLR180W	wodaklab	SAM1,SAM2,YHR020W
880	putative Grh1-Fmp38 complex	YDR517W,YOR205C	benchshop	GRH1,LRC5
881	wodaklab complex#376	YDR530C,YPL051W	wodaklab	APA2,ARL3
882	Spc105 complex	YDR532C,YGL093W	complex portal	KRE28,SPC105
883	wodaklab complex#82	YEL002C,YGL022W,YJL002C,YMR149W,YOR085W,YOR103C	wodaklab	OST1,OST2,OST3,STT3,SWP1,WBP1
884	putative Wbp1-Swp1 complex	YEL002C,YMR149W	benchshop	SWP1,WBP1
885	wodaklab complex#42	YEL003W,YFL023W,YGR078C,YJL179W,YLR200W,YML094W,YNL153C	wodaklab	BUD27,GIM3,GIM4,GIM5,PAC10,PFD1,YKE2
886	Prefoldin complex,prefoldin complex	YEL003W,YGR078C,YJL179W,YLR200W,YML094W,YNL153C	complex portal,benchshop	GIM3,GIM4,GIM5,PAC10,PFD1,YKE2
887	NVJ1-VAC8 nucleus-vacuole junction complex	YEL013W,YHR195W	complex portal	NVJ1,VAC8
888	wodaklab complex#317	YEL013W,YPR148C,YPR149W	wodaklab	NCE102,VAC8,YPR148C
889	putative Vac8-Nce102 complex	YEL013W,YPR149W	benchshop	NCE102,VAC8
890	wodaklab complex#199	YEL017W,YOR134W,YPR135W	wodaklab	BAG7,CTF4,GTT3
891	EAF5-7-3 nucleosome disassembly/reassembly complex	YEL018W,YNL136W,YPR023C	complex portal	EAF3,EAF5,EAF7
892	mitochondrial intermembrane space protein transporter complex (GO)	YEL020W-A,YGR181W,YHR005C-A,YJR135W-A	benchshop	TIM10,TIM13,TIM8,TIM9
893	TIM9-TIM10 mitochondrial intermembrane space protein transporter complex	YEL020W-A,YHR005C-A	complex portal	TIM10,TIM9
894	wodaklab complex#203	YEL024W,YGR283C,YMR310C	wodaklab	RIP1,YGR283C,YMR310C
895	wodaklab complex#501	YEL030W,YGR087C	wodaklab	ECM10,PDC6
896	wodaklab complex#467	YEL035C,YOL156W	wodaklab	HXT11,UTR5
897	Nucleotide excision repair factor 2 complex,nucleotide-excision repair factor 2 complex	YEL037C,YER162C	complex portal,benchshop	RAD23,RAD4
898	wodaklab complex#188	YEL037C,YER162C,YPL096W	wodaklab	PNG1,RAD23,RAD4
899	Peptide:N-glycanase-Rad23 complex,Rad23-Png1 complex	YEL037C,YPL096W	complex portal,benchshop	PNG1,RAD23
900	wodaklab complex#740	YEL040W,YGR055W	wodaklab	MUP1,UTR2
901	putative Yef1-Utr1 complex	YEL041W,YJR049C	benchshop	UTR1,YEF1
902	wodaklab complex#603	YEL041W,YJR122W	wodaklab	IBA57,YEF1
903	putative Nnf2-Yel043w complex	YEL043W,YGR089W	benchshop	NNF2,YEL043W
904	Histone acetyltransferase B	YEL056W,YLL022C,YPL001W	complex portal	HAT1,HAT2,HIF1
905	putative Pcm1-Mgs1 complex,wodaklab complex#475	YEL058W,YNL218W	benchshop,wodaklab	MGS1,PCM1
906	Mitochondrial inner membrane peptidase complex	YEL059C-A,YIL154C,YMR150C	complex portal	IMP1,IMP2',SOM1
907	mitochondrial inner membrane peptidase complex (GO)	YEL059C-A,YMR035W,YMR150C	benchshop	IMP1,IMP2,SOM1
908	wodaklab complex#362	YEL060C,YML128C	wodaklab	MSC1,PRB1
909	putative Cin8-Zwf1 complex	YEL061C,YNL241C	benchshop	CIN8,ZWF1
910	wodaklab complex#425	YEL062W,YLL054C	wodaklab	NPR2,YLL054C
911	wodaklab complex#221	YEL070W,YER067W,YOR286W	wodaklab	DSF1,RDL2,RGI1
912	putative Tma20-Tma22 complex	YER007C-A,YJR014W	benchshop	TMA20,TMA22
913	m-AAA complex	YER017C,YMR089C	complex portal,benchshop	AFG3,YTA12
914	NDC80 complex,Ndc80 complex,wodaklab complex#141	YER018C,YIL144W,YMR117C,YOL069W	complex portal,benchshop,wodaklab	NDC80,NUF2,SPC24,SPC25,NUF2,SPC24,SPC25,TID3
915	Eukaryotic translation initiation factor 2 complex	YER025W,YJR007W,YPL237W	complex portal	GCD11,SUI2,SUI3
916	Sm complex	YER029C,YFL017W-A,YGR074W,YLR147C,YLR275W,YOR159C,YPR182W	complex portal	SMB1,SMD1,SMD2,SMD3,SME1,SMX2,SMX3
917	chromatin assembly complex (GO)	YER030W,YJL115W,YOL012C	benchshop	ASF1,CHZ1,HTZ1
918	wodaklab complex#96	YER031C,YER136W,YLR262C,YNR004W,YOR348C	wodaklab	GDI1,PUT4,SWM2,YPT31,YPT6
919	wodaklab complex#237	YER036C,YER043C,YFL028C	wodaklab	ARB1,CAF16,SAH1
920	wodaklab complex#91	YER038C,YER131W,YLR383W,YLR435W,YML023C	wodaklab	KRE29,NSE5,RPS26B,SMC6,TSR2
921	putative Sah1-Caf16 complex	YER043C,YFL028C	benchshop	CAF16,SAH1
922	MER2-MEI4-REC114 meiotic recombination initiation complex	YER044C-A,YJR021C,YMR133W	complex portal	MEI4,REC107,REC114
923	wodaklab complex#605	YER047C,YFL021W	wodaklab	GAT1,SAP1
924	wodaklab complex#651	YER051W,YOR357C	wodaklab	JHD1,SNX3
925	PCL6-PHO85 kinase complex	YER059W,YPL031C	complex portal	PCL6,PHO85
926	wodaklab complex#613	YER060W-A,YPL257W	wodaklab	FCY22,YPL257W
927	wodaklab complex#310	YER068W,YJL125C,YNL062C	wodaklab	GCD10,GCD14,MOT2
928	Ribonucleoside-diphosphate reductase variant 2,ribonucleoside-diphosphate reductase complex (GO)	YER070W,YGR180C,YIL066C,YJL026W	complex portal,benchshop	RNR1,RNR2,RNR3,RNR4
929	Ribonucleoside-diphosphate reductase variant 1	YER070W,YGR180C,YJL026W	complex portal	RNR1,RNR2,RNR4
930	wodaklab complex#179	YER070W,YLL040C,YOR131C	wodaklab	RNR1,VPS13,YOR131C
931	putative Yer071c-Aim21-Cap1-Cap2 complex,wodaklab complex#124	YER071C,YIL034C,YIR003W,YKL007W	benchshop,wodaklab	AIM21,CAP1,CAP2,TDA2
932	AIM21-TDA2 actin assembly regulator complex	YER071C,YIR003W	complex portal	AIM21,TDA2
933	Vacuolar transporter chaperone complex	YER072W,YFL004W,YJL012C	complex portal	VTC1,VTC2,VTC4
934	vacuolar transporter chaperone complex (GO)	YER072W,YFL004W,YJL012C,YPL019C	benchshop	VTC1,VTC2,VTC3,VTC4
935	wodaklab complex#326	YER080W,YNR060W	wodaklab	AIM9,FRE4
936	putative Ser3-Ser33 isozyme complex,wodaklab complex#514	YER081W,YIL074C	benchshop,wodaklab	SER3,SER33
937	wodaklab complex#216	YER083C,YOL071W,YPL033C	wodaklab	EMI5,GET2,SRL4
938	wodaklab complex#177	YER086W,YML085C,YML124C	wodaklab	ILV1,TUB1,TUB3
939	wodaklab complex#459	YER087C-B,YLR378C	wodaklab	SBH1,SEC61
940	Anthranilate synthase complex,anthranilate synthase complex	YER090W,YKL211C	complex portal,benchshop	TRP2,TRP3
941	wodaklab complex#256	YER093C,YGR251W,YMR068W	wodaklab	AVO2,TSC11,YGR251W
942	TORC2 complex (GO)	YER093C,YIL105C,YJL058C,YKL203C,YMR068W,YNL006W,YNL047C,YOL078W	benchshop	AVO1,AVO2,BIT61,LST8,SLM1,SLM2,TOR2,TSC11
943	TORC2 complex	YER093C,YJL058C,YKL203C,YMR068W,YNL006W,YOL078W	complex portal	AVO1,AVO2,BIT61,LST8,TOR2,TSC11
944	wodaklab complex#418	YER098W,YNL039W	wodaklab	BDP1,UBP9
945	nucleoporin Nup82 subcomplex	YER107C,YIL115C,YJL041W,YJL061W,YMR047C	benchshop	GLE2,NSP1,NUP116,NUP159,NUP82
946	putative Kap123-Ypr174c complex	YER110C,YPR174C	benchshop	KAP123,YPR174C
947	SBF transcription complex	YER111C,YLR182W	complex portal,benchshop	SWI4,SWI6
948	Scs2-Opi1 complex	YER120W,YHL020C	benchshop	OPI1,SCS2
949	putative Yhr131c-Rsp5 complex	YER125W,YHR131C	benchshop	RSP5,YHR131C
950	wodaklab complex#101	YER125W,YHR131C,YJL084C,YKR021W,YOR322C	wodaklab	ALY1,ALY2,LDB19,RSP5,YHR131C
951	RSP5-BUL2 ubiquitin ligase complex	YER125W,YML111W	complex portal	BUL2,RSP5
952	RSP5-BUL1 ubiquitin ligase complex	YER125W,YMR275C	complex portal	BUL1,RSP5
953	Rsp5-Ubp2-Rup1 deubiquitinating enzyme complex,wodaklab complex#404	YER125W,YOR124C,YOR138C	benchshop,wodaklab	RSP5,RUP1,UBP2
954	nucleolar preribosome, large subunit precursor (GO)	YER126C,YGR103W,YLR022C,YLR221C,YNR038W,YPL093W	benchshop	DBP6,NOG1,NOP7,NSA2,RSA3,SDO1
955	wodaklab complex#354	YER127W,YML081C-A	wodaklab	ATP18,LCP5
956	small nuclear ribonucleoprotein complex (GO)	YER127W,YPR057W,YPR137W	benchshop	BRR1,LCP5,RRP9
957	SDS22-GLC7-YPI1 phosphatase complex	YER133W,YFR003C,YKL193C	complex portal	GLC7,SDS22,YPI1
958	SDS22-GLC7 phosphatase complex	YER133W,YKL193C	complex portal	GLC7,SDS22
959	BNI4-GLC7 phosphatase complex	YER133W,YNL233W	complex portal	BNI4,GLC7
960	GAC1-GLC7 phosphatase complex	YER133W,YOR178C	complex portal	GAC1,GLC7
961	putative Gdi1-Ypt6-Ypt1 complex	YER136W,YFL038C,YLR262C	benchshop	GDI1,YPT1,YPT6
962	putative Yer140w-Slp1 complex	YER140W,YOR154W	benchshop	SLP1,YER140W
963	wodaklab complex#507	YER140W,YPL112C	wodaklab	PEX25,YER140W
964	putative Ddi1-Pmt4 complex	YER143W,YJR143C	benchshop	DDI1,PMT4
